hostname	gaia_id	default_flag	st_refname	st_vsin	st_vsinerr1	st_vsinerr2	st_vsinlim	rowupdate	releasedate;;
TOI-1693	Gaia DR2 3451908921382409472	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-1694	Gaia DR2 1104269596843209472	1	<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>	1.2	1.0	-1.0	0.0	2023-02-07	2023-02-07;;
TOI-1694	Gaia DR2 1104269596843209472	1	<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>	1.2	1.0	-1.0	0.0	2023-02-07	2023-02-07;;
TOI-1696	Gaia DR2 270260649602149760	1	<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>					2022-06-27	2022-06-27;;
TOI-1710	Gaia DR2 1116613161053977472	1	<a refstr=K_OUML_NIG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220408984K/abstract target=ref>K&ouml;nig et al. 2022</a>	2.3	0.4	-0.4	0.0	2022-05-09	2022-05-09;
TOI-172	Gaia DR2 6801474136516893184	1	<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>	5.1	0.5	-0.5	0.0	2019-03-29	2019-03-28;;
TOI-1728	Gaia DR2 1094545653447816064	1	<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>	2.0			1.0	2020-07-02	2020-07-09;;
TOI-1749	Gaia DR2 2253774094189458432	1	<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>					2021-07-26	2021-07-26;;
TOI-1749	Gaia DR2 2253774094189458432	1	<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>					2021-07-26	2021-07-26;;
TOI-1749	Gaia DR2 2253774094189458432	1	<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>					2021-07-26	2021-07-26;;
TOI-1759	Gaia DR2 2216420110788943744	1	<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>	2.0			1.0	2022-03-28	2022-03-28;;
TOI-178	Gaia DR2 2318295979126499200	1	<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>	1.5	0.3	-0.3	0.0	2021-03-12	2021-03-18;;
TOI-178	Gaia DR2 2318295979126499200	1	<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>	1.5	0.3	-0.3	0.0	2021-03-12	2021-03-18;;
TOI-178	Gaia DR2 2318295979126499200	1	<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>	1.5	0.3	-0.3	0.0	2021-03-12	2021-03-18;;
TOI-178	Gaia DR2 2318295979126499200	1	<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>	1.5	0.3	-0.3	0.0	2021-03-12	2021-03-18;;
TOI-178	Gaia DR2 2318295979126499200	1	<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>	1.5	0.3	-0.3	0.0	2021-03-12	2021-03-18;;
TOI-178	Gaia DR2 2318295979126499200	1	<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>	1.5	0.3	-0.3	0.0	2021-03-12	2021-03-18;;
TOI-1789	Gaia DR2 646125297938578944	1	<a refstr=KHANDELWAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3339K/abstract target=ref>Khandelwal et al. 2022</a>	7.0	0.5	-0.5	0.0	2021-10-19	2021-10-19;;
TOI-1807	Gaia DR2 1476485996883837184	1	<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>					2022-04-12	2022-04-12;;
TOI-1820	Gaia DR2 4009018273332089088	1	<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>	4.5	0.8	-0.8	0.0	2022-09-19	2022-09-19;;
TOI-1842	Gaia DR2 3719927426253118848	1	<a refstr=WITTENMYER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...82W/abstract target=ref>Wittenmyer et al. 2022</a>	4.23	0.2	-0.2	0.0	2021-12-13	2021-12-13;;
TOI-1860	Gaia DR2 1620024491110370688	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-1899	Gaia DR2 2073530190996615424	1	<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>	2.0			1.0	2021-01-04	2021-01-11;
TOI-201	Gaia DR2 4767547667180525696	1	<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>	9.52	0.278	-0.278	0.0	2021-03-25	2021-04-01;;
TOI-2025	Gaia DR2 2296342614570999552	1	<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>	6.0	0.3	-0.3	0.0	2022-09-19	2022-09-19;;
TOI-2046	Gaia DR2 538759464958942208	1	<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>	9.8	1.6	-1.6	0.0	2022-05-23	2022-05-23;
TOI-2048	Gaia DR2 1404488390652463872	1	<a refstr=NEWTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..115N/abstract target=ref>Newton et al. 2022</a>	4.8	0.7	-0.7	0.0	2023-01-18	2023-01-18;;
TOI-206	Gaia DR2 4665277593852295424	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-2076	Gaia DR2 1490845584382687232	1	<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>					2022-04-12	2022-04-12;;
TOI-2076	Gaia DR2 1490845584382687232	1	<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>					2022-04-12	2022-04-12;;
TOI-2076	Gaia DR2 1490845584382687232	1	<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>					2022-04-12	2022-04-12;;
TOI-2081	Gaia DR2 1416730563570869376	1	<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>					2022-06-27	2022-06-27;;
TOI-2109	Gaia DR2 4558177980120149632	1	<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>	81.2	1.6	-1.6	0.0	2021-12-13	2021-12-13;;
TOI-2136	Gaia DR2 2096535783864546944	1	<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>					2022-07-12	2022-07-12;;
TOI-2158	Gaia DR2 4525545299652540672	1	<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>	3.7	0.5	-0.5	0.0	2022-09-19	2022-09-19;;
TOI-216	Gaia DR2 4664811297844004352	1	<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>	0.84	0.7	-0.7	0.0	2022-04-12	2022-04-12;;
TOI-216	Gaia DR2 4664811297844004352	1	<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>	0.84	0.7	-0.7	0.0	2022-04-12	2022-04-12;;
TOI-2180	Gaia DR2 2151078741786155008	1	<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>	2.2	1.0	-1.0	0.0	2022-01-10	2022-01-10;;
TOI-2184	Gaia DR2 5280444557068991616	1	<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>	7.5	0.5	-0.5	0.0	2022-01-31	2022-01-31;;
TOI-2193 A	Gaia DR2 6373308503181838592	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-2196	Gaia DR2 6375983988633147392	1	<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>	2.0	0.4	-0.4	0.0	2022-08-23	2022-08-23;;
TOI-220	Gaia DR2 5481210874877547904	1	<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>	2.9	0.35	-0.35	0.0	2021-05-28	2021-05-28;;
TOI-2202	Gaia DR2 4641274773980363520	1	<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>	1.7	0.5	-0.5	0.0	2021-08-23	2021-08-23;;
TOI-2202	Gaia DR2 4641274773980363520	1	<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>	1.7	0.5	-0.5	0.0	2021-08-23	2021-08-23;;
TOI-2207	Gaia DR2 6675883485986480256	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-2236	Gaia DR2 4613145315172329984	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-2257	Gaia DR2 1716345832872291968	1	<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>					2021-11-09	2021-11-09;;
TOI-2260	Gaia DR2 1411414592353022848	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-2285	Gaia DR2 2199658670194983040	1	<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>					2021-10-25	2021-10-25;;
TOI-2337	Gaia DR2 2239684947894267392	1	<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>					2022-03-16	2022-03-16;;
TOI-237	Gaia DR2 2329387852426700800	1	<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>	6.4			1.0	2020-12-10	2020-12-17;;
TOI-2406	Gaia DR2 2528453161326406016	1	<a refstr=WELLS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..97W/abstract target=ref>Wells et al. 2021</a>					2021-08-16	2021-08-16;;
TOI-2411	Gaia DR2 2471334872292716288	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-2421	Gaia DR2 4968289907406396160	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-2427	Gaia DR2 5055663973297050624	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-2445	Gaia DR2 2498140931418172416	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-251	Gaia DR2 6539037542941988736	1	<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>	11.5	1.0	-1.0	0.0	2020-12-10	2020-12-17;;
TOI-2567	Gaia DR2 2254929887069708160	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-257	Gaia DR2 4747624104168195072	1	<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>					2021-04-23	2021-04-23;;
TOI-2570	Gaia DR2 3445148131761842944	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-2669	Gaia DR2 5735664051960550144	1	<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>					2022-03-16	2022-03-16;;
TOI-269	Gaia DR2 4770828304936109056	1	<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>					2021-05-17	2021-05-17;;
TOI-270	Gaia DR2 4781196115469953024	1	<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>					2021-08-03	2021-08-03;;
TOI-270	Gaia DR2 4781196115469953024	1	<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>					2021-08-03	2021-08-03;;
TOI-270	Gaia DR2 4781196115469953024	1	<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>					2021-08-03	2021-08-03;;
TOI-3331 A	Gaia DR2 4042548116644168832	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-3362	Gaia DR2 5351820556994135296	1	<a refstr=DONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...920L..16D/abstract target=ref>Dong et al. 2021</a>	20.0	4.1	-4.1	0.0	2021-10-19	2021-10-19;;
TOI-3540 A	Gaia DR2 1896138833241139584	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-3629	Gaia DR2 2881820324294985856	1	<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>	2.0			1.0	2022-06-27	2022-06-27;
TOI-3693	Gaia DR2 404433018447476096	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-3714	Gaia DR2 178924390478792320	1	<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>	2.0			1.0	2022-06-27	2022-06-27;
TOI-3757	Gaia DR2 996878131494639488	1	<a refstr=KANODIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...81K/abstract target=ref>Kanodia et al. 2022</a>	2.0			1.0	2022-08-22	2022-08-22;;
TOI-4137	Gaia DR2 497750842338402560	1	<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>					2022-08-29	2022-08-29;;
TOI-421	Gaia DR2 2984582227215748864	1	<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>	1.8	1.0	-1.0	0.0	2020-10-01	2020-10-08;;
TOI-421	Gaia DR2 2984582227215748864	1	<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>	1.8	1.0	-1.0	0.0	2020-10-01	2020-10-08;;
TOI-431	Gaia DR2 2908664557091200768	1	<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>	2.5	0.6	-0.6	0.0	2021-08-16	2021-08-16;;
TOI-431	Gaia DR2 2908664557091200768	1	<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>	2.5	0.6	-0.6	0.0	2021-08-16	2021-08-16;;
TOI-431	Gaia DR2 2908664557091200768	1	<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>	2.5	0.6	-0.6	0.0	2021-08-16	2021-08-16;;
TOI-4329	Gaia DR2 2224458777730383616	1	<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>					2022-03-16	2022-03-16;;
TOI-4479	Gaia DR2 1841177820379504768	1	<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>					2022-06-27	2022-06-27;;
TOI-451	Gaia DR2 4844691297067063424	1	<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>	7.9	0.5	-0.5	0.0	2021-01-21	2021-01-28;;
TOI-451	Gaia DR2 4844691297067063424	1	<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>	7.9	0.5	-0.5	0.0	2021-01-21	2021-01-28;;
TOI-451	Gaia DR2 4844691297067063424	1	<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>	7.9	0.5	-0.5	0.0	2021-01-21	2021-01-28;;
TOI-4562	Gaia DR2 5288681857665822080	1	<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>	17.0	0.5	-0.5	0.0	2023-02-07	2023-02-07;;
TOI-481	Gaia DR2 5486322710592888064	1	<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>	4.54	0.3	-0.3	0.0	2020-12-10	2020-12-17;;
TOI-500	Gaia DR2 5509620021956148736	1	<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>	1.1	0.7	-0.7	0.0	2022-05-09	2022-05-09;;
TOI-500	Gaia DR2 5509620021956148736	1	<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>	1.1	0.7	-0.7	0.0	2022-05-09	2022-05-09;;
TOI-500	Gaia DR2 5509620021956148736	1	<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>	1.1	0.7	-0.7	0.0	2022-05-09	2022-05-09;;
TOI-500	Gaia DR2 5509620021956148736	1	<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>	1.1	0.7	-0.7	0.0	2022-05-09	2022-05-09;;
TOI-5153	Gaia DR2 2942084865853011712	1	<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>	10.1	1.0	-1.0	0.0	2022-07-12	2022-07-12;;
TOI-519	Gaia DR2 5707485527450614656	1	<a refstr=PARVIAINEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..16P/abstract target=ref>Parviainen et al. 2021</a>					2021-03-26	2021-04-01;;
TOI-530	Gaia DR2 3353218995355814656	1	<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>					2021-10-11	2021-10-11;;
TOI-532	Gaia DR2 3340265717587057536	1	<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>	2.0			1.0	2021-08-16	2021-08-16;;
TOI-540	Gaia DR2 4785886941312921344	1	<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>	13.5	1.5	-1.5	0.0	2020-10-01	2020-10-08;;
TOI-544	Gaia DR2 3220926542276901888	1	<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>					2022-02-15	2022-02-15;;
TOI-558	Gaia DR2 4727755005637190016	1	<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>	7.8	0.5	-0.5	0.0	2022-03-28	2022-03-28;;
TOI-559	Gaia DR2 5057924844082070016	1	<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>	4.08	0.5	-0.5	0.0	2022-03-28	2022-03-28;;
TOI-561	Gaia DR2 3850421005290172416	1	<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>	2.0			1.0	2021-01-04	2021-01-11;;
TOI-561	Gaia DR2 3850421005290172416	1	<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>	2.0			1.0	2021-01-04	2021-01-11;;
TOI-561	Gaia DR2 3850421005290172416	1	<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>	2.0			1.0	2021-01-04	2021-01-11;;
TOI-561	Gaia DR2 3850421005290172416	1	<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>	2.0			1.0	2021-01-04	2021-01-11;;
TOI-561	Gaia DR2 3850421005290172416	1	<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>					2021-01-04	2021-01-11;;
TOI-564	Gaia DR2 5710154317045164416	1	<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>					2021-02-08	2021-02-11;;
TOI-620	Gaia DR2 5738284016370287616	1	<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>	3.0			1.0	2022-04-12	2022-04-12;;
TOI-628	Gaia DR2 3126717023051258112	1	<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>	6.9	0.5	-0.5	0.0	2021-02-25	2021-03-04;;
TOI-640	Gaia DR2 5580554052549277056	1	<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>	6.1	0.5	-0.5	0.0	2021-02-25	2021-03-04;;
TOI-674	Gaia DR2 5400949450924312576	1	<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>	0.4	0.04	-0.04	0.0	2021-07-12	2021-07-12;;
TOI-677	Gaia DR2 5313031504751276032	1	<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>	7.8	0.19	-0.19	0.0	2020-05-01	2020-05-07;
